ratio, Accept, Reject
0.0,0.2403798956137437,0.7579228327824519
0.2,0.5481732331789457,0.45116483248197115
0.4,0.7864864826202392,0.2127249497633714
0.6,0.8988362899193397,0.10039238562950721
0.8,0.9335229286780724,0.06577852689302885
1.0,0.9303386834951547,0.06893134483924279
