ratio, Accept, Reject
0.0,0.7398886602723735,0.25740734176841207
0.2,0.8753612126456286,0.12410597309593864
0.4,0.9531062685069442,0.0466986466702796
0.6,0.9918765570556946,0.008003025193018293
0.8,0.9969083372825139,0.002995396299128575
1.0,0.9979301400252902,0.0019891445265382
