Accept, Reject
0.380187931449412,0.381011697871914
0.2880773789764922,0.2881456052223952
0.1873496025117594,0.1873238201905136
0.07578072745868494,0.07577955970529135
0.0439336590405887,0.04392988413761758
0.04305005588083126,0.04305214234602959
