ratio, Accept, Reject
0.0, 0.619112955070657, 0.3808434691191459
0.2, 0.9182564419457381, 0.08173172778913636
0.4, 0.9562326466617352, 0.04375902677746223
0.6, 0.9961616279104419, 0.003831032624983244
0.8, 0.9993113679591458, 0.0006817721861266128
1.0, 0.9999926686309231, 2.290701997945434e-06
